,country,date,people_fully_vaccinated,daily_vaccinations
0,Afghanistan,2021-02-22,,
1,Afghanistan,2021-02-23,,1367.0
2,Afghanistan,2021-02-24,,1367.0
3,Afghanistan,2021-02-25,,1367.0
4,Afghanistan,2021-02-26,,1367.0
5,Afghanistan,2021-02-27,,1367.0
6,Afghanistan,2021-02-28,,1367.0
7,Afghanistan,2021-03-01,,1580.0
8,Afghanistan,2021-03-02,,1794.0
9,Afghanistan,2021-03-03,,2008.0
10,Afghanistan,2021-03-04,,2221.0
11,Afghanistan,2021-03-05,,2435.0
12,Afghanistan,2021-03-06,,2649.0
13,Afghanistan,2021-03-07,,2862.0
14,Afghanistan,2021-03-08,,2862.0
15,Afghanistan,2021-03-09,,2862.0
16,Afghanistan,2021-03-10,,2862.0
17,Afghanistan,2021-03-11,,2862.0
18,Afghanistan,2021-03-12,,2862.0
19,Afghanistan,2021-03-13,,2862.0
20,Afghanistan,2021-03-14,,2862.0
21,Afghanistan,2021-03-15,,2862.0
22,Afghanistan,2021-03-16,,2862.0
23,Afghanistan,2021-03-17,,2882.0
24,Afghanistan,2021-03-18,,2902.0
25,Afghanistan,2021-03-19,,2921.0
26,Afghanistan,2021-03-20,,2941.0
27,Afghanistan,2021-03-21,,2961.0
28,Afghanistan,2021-03-22,,2980.0
29,Afghanistan,2021-03-23,,3000.0
30,Afghanistan,2021-03-24,,3000.0
31,Afghanistan,2021-03-25,,3000.0
32,Afghanistan,2021-03-26,,3000.0
33,Afghanistan,2021-03-27,,3000.0
34,Afghanistan,2021-03-28,,3000.0
35,Afghanistan,2021-03-29,,3000.0
36,Afghanistan,2021-03-30,,3000.0
37,Afghanistan,2021-03-31,,3000.0
38,Afghanistan,2021-04-01,,3000.0
39,Afghanistan,2021-04-02,,3000.0
40,Afghanistan,2021-04-03,,3000.0
41,Afghanistan,2021-04-04,,3000.0
42,Afghanistan,2021-04-05,,3000.0
43,Afghanistan,2021-04-06,,3000.0
44,Afghanistan,2021-04-07,,3000.0
45,Afghanistan,2021-04-08,,3714.0
46,Afghanistan,2021-04-09,,4429.0
47,Afghanistan,2021-04-10,,5143.0
48,Afghanistan,2021-04-11,,5857.0
49,Afghanistan,2021-04-12,,6571.0
50,Afghanistan,2021-04-13,,7286.0
51,Afghanistan,2021-04-14,,8000.0
52,Afghanistan,2021-04-15,,8000.0
53,Afghanistan,2021-04-16,,8000.0
54,Afghanistan,2021-04-17,,8000.0
55,Afghanistan,2021-04-18,,8000.0
56,Afghanistan,2021-04-19,,8000.0
57,Afghanistan,2021-04-20,,8000.0
58,Afghanistan,2021-04-21,,8000.0
59,Afghanistan,2021-04-22,,8000.0
60,Afghanistan,2021-04-23,,8846.0
61,Afghanistan,2021-04-24,,9692.0
62,Afghanistan,2021-04-25,,10538.0
63,Afghanistan,2021-04-26,,11384.0
64,Afghanistan,2021-04-27,,12229.0
65,Afghanistan,2021-04-28,,13075.0
66,Afghanistan,2021-04-29,,13921.0
67,Afghanistan,2021-04-30,,13921.0
68,Afghanistan,2021-05-01,,13921.0
69,Afghanistan,2021-05-02,,13921.0
70,Afghanistan,2021-05-03,,13921.0
71,Afghanistan,2021-05-04,,13921.0
72,Afghanistan,2021-05-05,,13921.0
73,Afghanistan,2021-05-06,,13921.0
74,Afghanistan,2021-05-07,,13921.0
75,Afghanistan,2021-05-08,,13921.0
76,Afghanistan,2021-05-09,,13921.0
77,Afghanistan,2021-05-10,,13921.0
78,Afghanistan,2021-05-11,55624.0,13921.0
79,Afghanistan,2021-05-12,,12621.0
80,Afghanistan,2021-05-13,,11321.0
81,Afghanistan,2021-05-14,,10022.0
82,Afghanistan,2021-05-15,,8722.0
83,Afghanistan,2021-05-16,,7422.0
84,Afghanistan,2021-05-17,,6122.0
85,Afghanistan,2021-05-18,,4822.0
86,Afghanistan,2021-05-19,,4822.0
87,Afghanistan,2021-05-20,77560.0,4822.0
88,Afghanistan,2021-05-21,,5040.0
89,Afghanistan,2021-05-22,,5257.0
90,Afghanistan,2021-05-23,,5474.0
91,Afghanistan,2021-05-24,96910.0,5692.0
92,Afghanistan,2021-05-25,,6230.0
93,Afghanistan,2021-05-26,111082.0,6768.0
94,Afghanistan,2021-05-27,113739.0,6487.0
95,Afghanistan,2021-05-28,,5907.0
96,Afghanistan,2021-05-29,,5326.0
97,Afghanistan,2021-05-30,119926.0,4746.0
98,Afghanistan,2021-05-31,,5084.0
99,Afghanistan,2021-06-01,,5102.0
100,Afghanistan,2021-06-02,144600.0,5119.0
101,Afghanistan,2021-06-03,148505.0,5285.0
102,Afghanistan,2021-06-04,,5273.0
103,Afghanistan,2021-06-05,,5261.0
104,Afghanistan,2021-06-06,,5250.0
105,Afghanistan,2021-06-07,,4319.0
106,Afghanistan,2021-06-08,158343.0,3388.0
107,Afghanistan,2021-06-09,,2637.0
108,Afghanistan,2021-06-10,,2556.0
109,Afghanistan,2021-06-11,,2735.0
110,Afghanistan,2021-06-12,,2914.0
111,Afghanistan,2021-06-13,,3093.0
112,Afghanistan,2021-06-14,177266.0,3272.0
113,Afghanistan,2021-06-15,,4813.0
114,Afghanistan,2021-06-16,,6175.0
115,Afghanistan,2021-06-17,,7538.0
116,Afghanistan,2021-06-18,,8900.0
117,Afghanistan,2021-06-19,,10262.0
118,Afghanistan,2021-06-20,,11624.0
119,Afghanistan,2021-06-21,,12986.0
120,Afghanistan,2021-06-22,183762.0,12986.0
121,Afghanistan,2021-06-23,,13125.0
122,Afghanistan,2021-06-24,,13264.0
123,Afghanistan,2021-06-25,,13404.0
124,Afghanistan,2021-06-26,,13543.0
125,Afghanistan,2021-06-27,186260.0,13682.0
126,Afghanistan,2021-06-28,,14263.0
127,Afghanistan,2021-06-29,,14844.0
128,Afghanistan,2021-06-30,187654.0,15286.0
129,Afghanistan,2021-07-01,,14115.0
130,Afghanistan,2021-07-02,,12944.0
131,Afghanistan,2021-07-03,,11773.0
132,Afghanistan,2021-07-04,,10602.0
133,Afghanistan,2021-07-05,189322.0,8989.0
134,Afghanistan,2021-07-06,,7895.0
135,Afghanistan,2021-07-07,199250.0,6801.0
136,Afghanistan,2021-07-08,,6965.0
137,Afghanistan,2021-07-09,,7128.0
138,Afghanistan,2021-07-10,,7292.0
139,Afghanistan,2021-07-11,219159.0,7455.0
140,Afghanistan,2021-07-12,,9588.0
141,Afghanistan,2021-07-13,,11201.0
142,Afghanistan,2021-07-14,,12815.0
143,Afghanistan,2021-07-15,,14331.0
144,Afghanistan,2021-07-16,,15848.0
145,Afghanistan,2021-07-17,,17364.0
146,Afghanistan,2021-07-18,,18881.0
147,Afghanistan,2021-07-19,,17753.0
148,Afghanistan,2021-07-20,,16626.0
149,Afghanistan,2021-07-21,,15499.0
150,Afghanistan,2021-07-22,,14824.0
151,Afghanistan,2021-07-23,,14150.0
152,Afghanistan,2021-07-24,,13476.0
153,Afghanistan,2021-07-25,,11132.0
154,Afghanistan,2021-07-26,,9464.0
155,Afghanistan,2021-07-27,,7795.0
156,Afghanistan,2021-07-28,,6126.0
157,Afghanistan,2021-07-29,,4457.0
158,Afghanistan,2021-07-30,,2788.0
159,Afghanistan,2021-07-31,,1119.0
160,Afghanistan,2021-08-01,,1119.0
161,Afghanistan,2021-08-02,,1119.0
162,Afghanistan,2021-08-03,,1119.0
163,Afghanistan,2021-08-04,,1119.0
164,Afghanistan,2021-08-05,,1119.0
165,Afghanistan,2021-08-06,,1119.0
166,Afghanistan,2021-08-07,,1119.0
167,Afghanistan,2021-08-08,,1119.0
168,Afghanistan,2021-08-09,,1119.0
169,Afghanistan,2021-08-10,,1119.0
170,Afghanistan,2021-08-11,,1119.0
171,Afghanistan,2021-08-12,,1119.0
172,Afghanistan,2021-08-13,,1119.0
173,Afghanistan,2021-08-14,,1119.0
174,Afghanistan,2021-08-15,,1119.0
175,Afghanistan,2021-08-16,,1119.0
176,Afghanistan,2021-08-17,,1119.0
177,Afghanistan,2021-08-18,,1119.0
178,Afghanistan,2021-08-19,,1119.0
179,Afghanistan,2021-08-20,430744.0,1119.0
180,Afghanistan,2021-08-21,,11068.0
181,Afghanistan,2021-08-22,,21017.0
182,Afghanistan,2021-08-23,,30966.0
183,Afghanistan,2021-08-24,,40914.0
184,Afghanistan,2021-08-25,,50863.0
185,Afghanistan,2021-08-26,,60812.0
186,Afghanistan,2021-08-27,,70761.0
187,Afghanistan,2021-08-28,,70761.0
188,Afghanistan,2021-08-29,,70761.0
189,Afghanistan,2021-08-30,,70761.0
190,Afghanistan,2021-08-31,,70761.0
191,Afghanistan,2021-09-01,,62509.0
192,Afghanistan,2021-09-02,,54257.0
193,Afghanistan,2021-09-03,,46006.0
194,Afghanistan,2021-09-04,,37754.0
195,Afghanistan,2021-09-05,,29502.0
196,Afghanistan,2021-09-06,,21251.0
197,Afghanistan,2021-09-07,,12999.0
198,Afghanistan,2021-09-08,,12999.0
199,Afghanistan,2021-09-09,,12999.0
200,Afghanistan,2021-09-10,,12999.0
201,Afghanistan,2021-09-11,,12999.0
202,Afghanistan,2021-09-12,,12999.0
203,Afghanistan,2021-09-13,,12999.0
204,Afghanistan,2021-09-14,,12999.0
205,Afghanistan,2021-09-15,,12999.0
206,Afghanistan,2021-09-16,,12999.0
207,Afghanistan,2021-09-17,,12999.0
208,Afghanistan,2021-09-18,,12999.0
209,Afghanistan,2021-09-19,,12999.0
210,Afghanistan,2021-09-20,,12999.0
211,Afghanistan,2021-09-21,,12999.0
212,Afghanistan,2021-09-22,,12999.0
213,Afghanistan,2021-09-23,,12999.0
214,Afghanistan,2021-09-24,,12999.0
215,Afghanistan,2021-09-25,,12999.0
216,Afghanistan,2021-09-26,,12999.0
217,Afghanistan,2021-09-27,,12999.0
218,Afghanistan,2021-09-28,,12999.0
219,Afghanistan,2021-09-29,,12999.0
220,Afghanistan,2021-09-30,,12999.0
221,Albania,2021-01-10,,
222,Albania,2021-01-11,,64.0
223,Albania,2021-01-12,,64.0
224,Albania,2021-01-13,,63.0
225,Albania,2021-01-14,,66.0
226,Albania,2021-01-15,,62.0
227,Albania,2021-01-16,,62.0
228,Albania,2021-01-17,,58.0
229,Albania,2021-01-18,,55.0
230,Albania,2021-01-19,,51.0
231,Albania,2021-01-20,,47.0
232,Albania,2021-01-21,,40.0
233,Albania,2021-01-22,,34.0
234,Albania,2021-01-23,,26.0
235,Albania,2021-01-24,,21.0
236,Albania,2021-01-25,,15.0
237,Albania,2021-01-26,,9.0
238,Albania,2021-01-27,,4.0
239,Albania,2021-01-28,,0.0
240,Albania,2021-01-29,,0.0
241,Albania,2021-01-30,,0.0
242,Albania,2021-01-31,,0.0
243,Albania,2021-02-01,,0.0
244,Albania,2021-02-02,1.0,0.0
245,Albania,2021-02-03,,12.0
246,Albania,2021-02-04,,24.0
247,Albania,2021-02-05,,35.0
248,Albania,2021-02-06,,47.0
249,Albania,2021-02-07,,59.0
250,Albania,2021-02-08,,71.0
251,Albania,2021-02-09,438.0,82.0
252,Albania,2021-02-10,,81.0
253,Albania,2021-02-11,,79.0
254,Albania,2021-02-12,,78.0
255,Albania,2021-02-13,,76.0
256,Albania,2021-02-14,,75.0
257,Albania,2021-02-15,,73.0
258,Albania,2021-02-16,,72.0
259,Albania,2021-02-17,611.0,72.0
260,Albania,2021-02-18,611.0,254.0
261,Albania,2021-02-19,,405.0
262,Albania,2021-02-20,,516.0
263,Albania,2021-02-21,,627.0
264,Albania,2021-02-22,655.0,739.0
265,Albania,2021-02-23,,891.0
266,Albania,2021-02-24,,1043.0
267,Albania,2021-02-25,,1012.0
268,Albania,2021-02-26,,1000.0
269,Albania,2021-02-27,,1027.0
270,Albania,2021-02-28,,1054.0
271,Albania,2021-03-01,,1081.0
272,Albania,2021-03-02,,1026.0
273,Albania,2021-03-03,,971.0
274,Albania,2021-03-04,,927.0
275,Albania,2021-03-05,,897.0
276,Albania,2021-03-06,,867.0
277,Albania,2021-03-07,,838.0
278,Albania,2021-03-08,,808.0
279,Albania,2021-03-09,,820.0
280,Albania,2021-03-10,,831.0
281,Albania,2021-03-11,,857.0
282,Albania,2021-03-12,,883.0
283,Albania,2021-03-13,,1042.0
284,Albania,2021-03-14,,1201.0
285,Albania,2021-03-15,,1361.0
286,Albania,2021-03-16,,1520.0
287,Albania,2021-03-17,,1679.0
288,Albania,2021-03-18,,1960.0
289,Albania,2021-03-19,,2240.0
290,Albania,2021-03-20,,2386.0
291,Albania,2021-03-21,,2533.0
292,Albania,2021-03-22,,2679.0
293,Albania,2021-03-23,,2895.0
294,Albania,2021-03-24,,2946.0
295,Albania,2021-03-25,,3287.0
296,Albania,2021-03-26,,3276.0
297,Albania,2021-03-27,,3113.0
298,Albania,2021-03-28,,4678.0
299,Albania,2021-03-29,,7204.0
300,Albania,2021-03-30,,9662.0
301,Albania,2021-03-31,,12122.0
302,Albania,2021-04-01,,13731.0
303,Albania,2021-04-02,,15748.0
304,Albania,2021-04-03,,17346.0
305,Albania,2021-04-04,,16412.0
306,Albania,2021-04-05,,15435.0
307,Albania,2021-04-06,,14610.0
308,Albania,2021-04-07,,13362.0
309,Albania,2021-04-08,,12440.0
310,Albania,2021-04-09,,11170.0
311,Albania,2021-04-10,,10188.0
312,Albania,2021-04-11,,9898.0
313,Albania,2021-04-12,,8689.0
314,Albania,2021-04-13,,8518.0
315,Albania,2021-04-14,,8639.0
316,Albania,2021-04-15,,8849.0
317,Albania,2021-04-16,,9135.0
318,Albania,2021-04-17,,9719.0
319,Albania,2021-04-18,,10105.0
320,Albania,2021-04-19,,11200.0
321,Albania,2021-04-20,,9826.0
322,Albania,2021-04-21,,11318.0
323,Albania,2021-04-22,,11216.0
324,Albania,2021-04-23,,10961.0
325,Albania,2021-04-24,,10746.0
326,Albania,2021-04-25,,10205.0
327,Albania,2021-04-26,,8955.0
328,Albania,2021-04-27,,9551.0
329,Albania,2021-04-28,,8793.0
330,Albania,2021-04-29,,10036.0
331,Albania,2021-04-30,,12222.0
332,Albania,2021-05-01,,13423.0
333,Albania,2021-05-02,,14489.0
334,Albania,2021-05-03,,15555.0
335,Albania,2021-05-04,,17219.0
336,Albania,2021-05-05,,17565.0
337,Albania,2021-05-06,,16997.0
338,Albania,2021-05-07,,15541.0
339,Albania,2021-05-08,,14677.0
340,Albania,2021-05-09,,13462.0
341,Albania,2021-05-10,,13637.0
342,Albania,2021-05-11,181586.0,12160.0
343,Albania,2021-05-12,187921.0,10870.0
344,Albania,2021-05-13,192936.0,9445.0
345,Albania,2021-05-14,204759.0,9662.0
346,Albania,2021-05-15,,9355.0
347,Albania,2021-05-16,,10166.0
348,Albania,2021-05-17,223103.0,9589.0
349,Albania,2021-05-18,228756.0,9491.0
350,Albania,2021-05-19,234409.0,9305.0
351,Albania,2021-05-20,237660.0,9344.0
352,Albania,2021-05-21,239677.0,7931.0
353,Albania,2021-05-22,,7212.0
354,Albania,2021-05-23,243776.0,6493.0
355,Albania,2021-05-24,249898.0,6436.0
356,Albania,2021-05-25,,6873.0
357,Albania,2021-05-26,269197.0,7311.0
358,Albania,2021-05-27,277255.0,7900.0
359,Albania,2021-05-28,,7798.0
360,Albania,2021-05-29,,7869.0
361,Albania,2021-05-30,287042.0,7941.0
362,Albania,2021-05-31,290333.0,7332.0
363,Albania,2021-06-01,293264.0,6183.0
364,Albania,2021-06-02,,4978.0
365,Albania,2021-06-03,297271.0,4040.0
366,Albania,2021-06-04,,3951.0
367,Albania,2021-06-05,,3863.0
368,Albania,2021-06-06,306102.0,3774.0
369,Albania,2021-06-07,310336.0,3889.0
370,Albania,2021-06-08,315555.0,4236.0
371,Albania,2021-06-09,320532.0,4675.0
372,Albania,2021-06-10,324616.0,5105.0
373,Albania,2021-06-11,328546.0,5599.0
374,Albania,2021-06-12,331147.0,5716.0
375,Albania,2021-06-13,332173.0,5401.0
376,Albania,2021-06-14,334771.0,5550.0
377,Albania,2021-06-15,340576.0,5491.0
378,Albania,2021-06-16,344945.0,5382.0
379,Albania,2021-06-17,351453.0,5654.0
380,Albania,2021-06-18,,5492.0
381,Albania,2021-06-19,,5707.0
382,Albania,2021-06-20,365028.0,6355.0
383,Albania,2021-06-21,370378.0,6788.0
384,Albania,2021-06-22,375629.0,7571.0
385,Albania,2021-06-23,380649.0,8378.0
386,Albania,2021-06-24,385868.0,8608.0
387,Albania,2021-06-25,,8472.0
388,Albania,2021-06-26,,8335.0
389,Albania,2021-06-27,,8198.0
390,Albania,2021-06-28,396139.0,7627.0
391,Albania,2021-06-29,399246.0,7724.0
392,Albania,2021-06-30,403504.0,7880.0
393,Albania,2021-07-01,407402.0,7371.0
394,Albania,2021-07-02,412147.0,7639.0
395,Albania,2021-07-03,,7409.0
396,Albania,2021-07-04,416791.0,7178.0
397,Albania,2021-07-05,419894.0,7235.0
398,Albania,2021-07-06,423158.0,6366.0
399,Albania,2021-07-07,426111.0,5376.0
400,Albania,2021-07-08,429191.0,5259.0
401,Albania,2021-07-09,431722.0,5008.0
402,Albania,2021-07-10,434170.0,5198.0
403,Albania,2021-07-11,434926.0,4893.0
404,Albania,2021-07-12,438758.0,5022.0
405,Albania,2021-07-13,443165.0,5086.0
406,Albania,2021-07-14,448830.0,5405.0
407,Albania,2021-07-15,455131.0,5830.0
408,Albania,2021-07-16,460655.0,6213.0
409,Albania,2021-07-17,465434.0,6532.0
410,Albania,2021-07-18,466905.0,6652.0
411,Albania,2021-07-19,,6666.0
412,Albania,2021-07-20,472886.0,6680.0
413,Albania,2021-07-21,478861.0,7422.0
414,Albania,2021-07-22,485295.0,8240.0
415,Albania,2021-07-23,,8486.0
416,Albania,2021-07-24,,8853.0
417,Albania,2021-07-25,498724.0,9915.0
418,Albania,2021-07-26,,10447.0
419,Albania,2021-07-27,,10978.0
420,Albania,2021-07-28,,10581.0
421,Albania,2021-07-29,519013.0,9998.0
422,Albania,2021-07-30,525215.0,10200.0
423,Albania,2021-07-31,528718.0,9975.0
424,Albania,2021-08-01,530322.0,9188.0
425,Albania,2021-08-02,534823.0,9106.0
426,Albania,2021-08-03,538588.0,8910.0
427,Albania,2021-08-04,541637.0,8555.0
428,Albania,2021-08-05,545036.0,8324.0
429,Albania,2021-08-06,,7785.0
430,Albania,2021-08-07,,7673.0
431,Albania,2021-08-08,553482.0,8124.0
432,Albania,2021-08-09,,8191.0
433,Albania,2021-08-10,560007.0,8371.0
434,Albania,2021-08-11,,8679.0
435,Albania,2021-08-12,,8863.0
436,Albania,2021-08-13,567455.0,9236.0
437,Albania,2021-08-14,,8993.0
438,Albania,2021-08-15,570233.0,8749.0
439,Albania,2021-08-16,572816.0,8666.0
440,Albania,2021-08-17,575342.0,8586.0
441,Albania,2021-08-18,,8447.0
442,Albania,2021-08-19,581242.0,8307.0
443,Albania,2021-08-20,,7970.0
444,Albania,2021-08-21,587625.0,8250.0
445,Albania,2021-08-22,589253.0,7938.0
446,Albania,2021-08-23,594050.0,7994.0
447,Albania,2021-08-24,598949.0,8007.0
448,Albania,2021-08-25,603259.0,8053.0
449,Albania,2021-08-26,608539.0,8240.0
450,Albania,2021-08-27,615422.0,8884.0
451,Albania,2021-08-28,,9003.0
452,Albania,2021-08-29,625809.0,9714.0
453,Albania,2021-08-30,633878.0,10191.0
454,Albania,2021-08-31,641920.0,10847.0
455,Albania,2021-09-01,648637.0,11371.0
456,Albania,2021-09-02,655594.0,11999.0
457,Albania,2021-09-03,,11679.0
458,Albania,2021-09-04,,11885.0
459,Albania,2021-09-05,,12091.0
460,Albania,2021-09-06,673951.0,11598.0
461,Albania,2021-09-07,681510.0,11616.0
462,Albania,2021-09-08,687854.0,11723.0
463,Albania,2021-09-09,693421.0,11358.0
464,Albania,2021-09-10,698597.0,11406.0
465,Albania,2021-09-11,702833.0,11233.0
466,Albania,2021-09-12,704626.0,10308.0
467,Albania,2021-09-13,709343.0,10132.0
468,Albania,2021-09-14,713517.0,9212.0
469,Albania,2021-09-15,717404.0,8332.0
470,Albania,2021-09-16,721614.0,7655.0
471,Albania,2021-09-17,725838.0,7238.0
472,Albania,2021-09-18,,6695.0
473,Albania,2021-09-19,731577.0,6905.0
474,Albania,2021-09-20,736594.0,6777.0
475,Albania,2021-09-21,741819.0,6783.0
476,Albania,2021-09-22,747441.0,6922.0
477,Albania,2021-09-23,754020.0,7237.0
478,Albania,2021-09-24,760960.0,7617.0
479,Albania,2021-09-25,,7955.0
480,Albania,2021-09-26,,8294.0
481,Albania,2021-09-27,776148.0,8220.0
482,Albania,2021-09-28,782578.0,8344.0
483,Albania,2021-09-29,788538.0,8351.0
484,Albania,2021-09-30,794878.0,8247.0
485,Albania,2021-10-01,800553.0,7936.0
486,Albania,2021-10-02,805420.0,7899.0
487,Albania,2021-10-03,,7491.0
488,Albania,2021-10-04,811765.0,7083.0
489,Albania,2021-10-05,816459.0,6792.0
490,Albania,2021-10-06,820946.0,6506.0
491,Albania,2021-10-07,825110.0,6087.0
492,Albania,2021-10-08,828940.0,5784.0
493,Albania,2021-10-09,833070.0,5616.0
494,Albania,2021-10-10,,5600.0
495,Albania,2021-10-11,834469.0,5584.0
496,Albania,2021-10-12,842316.0,5556.0
497,Albania,2021-10-13,845877.0,5498.0
498,Albania,2021-10-14,,5381.0
499,Albania,2021-10-15,,5304.0
500,Albania,2021-10-16,,5205.0
501,Albania,2021-10-17,857201.0,5326.0
502,Albania,2021-10-18,860194.0,5552.0
503,Algeria,2021-01-29,,
504,Algeria,2021-01-30,,30.0
505,Algeria,2021-01-31,,1889.0
506,Algeria,2021-02-01,,2509.0
507,Algeria,2021-02-02,,2819.0
508,Algeria,2021-02-03,,3005.0
509,Algeria,2021-02-04,,3129.0
510,Algeria,2021-02-05,,3217.0
511,Algeria,2021-02-06,,3748.0
512,Algeria,2021-02-07,,3748.0
513,Algeria,2021-02-08,,3748.0
514,Algeria,2021-02-09,,3748.0
515,Algeria,2021-02-10,,3748.0
516,Algeria,2021-02-11,,3748.0
517,Algeria,2021-02-12,,3748.0
518,Algeria,2021-02-13,,3748.0
519,Algeria,2021-02-14,,3748.0
520,Algeria,2021-02-15,,3748.0
521,Algeria,2021-02-16,,3748.0
522,Algeria,2021-02-17,,3748.0
523,Algeria,2021-02-18,,3748.0
524,Algeria,2021-02-19,,3748.0
525,Algeria,2021-02-20,,6409.0
526,Algeria,2021-02-21,,9069.0
527,Algeria,2021-02-22,,11729.0
528,Algeria,2021-02-23,,14389.0
529,Algeria,2021-02-24,,17049.0
530,Algeria,2021-02-25,,19709.0
531,Algeria,2021-02-26,,22369.0
532,Algeria,2021-02-27,,22369.0
533,Algeria,2021-02-28,,22369.0
534,Algeria,2021-03-01,,22369.0
535,Algeria,2021-03-02,,22369.0
536,Algeria,2021-03-03,,22369.0
537,Algeria,2021-03-04,,22369.0
538,Algeria,2021-03-05,,22369.0
539,Algeria,2021-03-06,,22369.0
540,Algeria,2021-03-07,,22369.0
541,Algeria,2021-03-08,,22369.0
542,Algeria,2021-03-09,,22369.0
543,Algeria,2021-03-10,,22369.0
544,Algeria,2021-03-11,,22369.0
545,Algeria,2021-03-12,,22369.0
546,Algeria,2021-03-13,,22369.0
547,Algeria,2021-03-14,,22369.0
548,Algeria,2021-03-15,,22369.0
549,Algeria,2021-03-16,,22369.0
550,Algeria,2021-03-17,,22369.0
551,Algeria,2021-03-18,,22369.0
552,Algeria,2021-03-19,,22369.0
553,Algeria,2021-03-20,,22369.0
554,Algeria,2021-03-21,,22369.0
555,Algeria,2021-03-22,,22369.0
556,Algeria,2021-03-23,,22369.0
557,Algeria,2021-03-24,,22369.0
558,Algeria,2021-03-25,,22369.0
559,Algeria,2021-03-26,,22369.0
560,Algeria,2021-03-27,,22369.0
561,Algeria,2021-03-28,,22369.0
562,Algeria,2021-03-29,,22369.0
563,Algeria,2021-03-30,,22369.0
564,Algeria,2021-03-31,,22369.0
565,Algeria,2021-04-01,,22369.0
566,Algeria,2021-04-02,,22369.0
567,Algeria,2021-04-03,,22369.0
568,Algeria,2021-04-04,,22369.0
569,Algeria,2021-04-05,,22369.0
570,Algeria,2021-04-06,,22369.0
571,Algeria,2021-04-07,,22369.0
572,Algeria,2021-04-08,,22369.0
573,Algeria,2021-04-09,,22369.0
574,Algeria,2021-04-10,,22369.0
575,Algeria,2021-04-11,,22369.0
576,Algeria,2021-04-12,,22369.0
577,Algeria,2021-04-13,,22369.0
578,Algeria,2021-04-14,,22369.0
579,Algeria,2021-04-15,,22369.0
580,Algeria,2021-04-16,,22369.0
581,Algeria,2021-04-17,,22369.0
582,Algeria,2021-04-18,,22369.0
583,Algeria,2021-04-19,,22369.0
584,Algeria,2021-04-20,,22369.0
585,Algeria,2021-04-21,,22369.0
586,Algeria,2021-04-22,,22369.0
587,Algeria,2021-04-23,,22369.0
588,Algeria,2021-04-24,,22369.0
589,Algeria,2021-04-25,,22369.0
590,Algeria,2021-04-26,,22369.0
591,Algeria,2021-04-27,,22369.0
592,Algeria,2021-04-28,,22369.0
593,Algeria,2021-04-29,,22369.0
594,Algeria,2021-04-30,,22369.0
595,Algeria,2021-05-01,,22369.0
596,Algeria,2021-05-02,,22369.0
597,Algeria,2021-05-03,,22369.0
598,Algeria,2021-05-04,,22369.0
599,Algeria,2021-05-05,,22369.0
600,Algeria,2021-05-06,,22369.0
601,Algeria,2021-05-07,,22369.0
602,Algeria,2021-05-08,,22369.0
603,Algeria,2021-05-09,,22369.0
604,Algeria,2021-05-10,,22369.0
605,Algeria,2021-05-11,,22369.0
606,Algeria,2021-05-12,,22369.0
607,Algeria,2021-05-13,,22369.0
608,Algeria,2021-05-14,,22369.0
609,Algeria,2021-05-15,,22369.0
610,Algeria,2021-05-16,,22369.0
611,Algeria,2021-05-17,,22369.0
612,Algeria,2021-05-18,,22369.0
613,Algeria,2021-05-19,,22369.0
614,Algeria,2021-05-20,,22369.0
615,Algeria,2021-05-21,,22369.0
616,Algeria,2021-05-22,,22369.0
617,Algeria,2021-05-23,,22369.0
618,Algeria,2021-05-24,,22369.0
619,Algeria,2021-05-25,,22369.0
620,Algeria,2021-05-26,,22369.0
621,Algeria,2021-05-27,,22369.0
622,Algeria,2021-05-28,,22369.0
623,Algeria,2021-05-29,,22369.0
624,Algeria,2021-05-30,,22369.0
625,Algeria,2021-05-31,,22369.0
626,Algeria,2021-06-01,,22369.0
627,Algeria,2021-06-02,,22369.0
628,Algeria,2021-06-03,,22369.0
629,Algeria,2021-06-04,,22369.0
630,Algeria,2021-06-05,,22369.0
631,Algeria,2021-06-06,,22369.0
632,Algeria,2021-06-07,,22369.0
633,Algeria,2021-06-08,,22369.0
634,Algeria,2021-06-09,,22369.0
635,Algeria,2021-06-10,,22369.0
636,Algeria,2021-06-11,,22369.0
637,Algeria,2021-06-12,,22369.0
638,Algeria,2021-06-13,,22369.0
639,Algeria,2021-06-14,,22369.0
640,Algeria,2021-06-15,,22369.0
641,Algeria,2021-06-16,,22369.0
642,Algeria,2021-06-17,,22369.0
643,Algeria,2021-06-18,,22369.0
644,Algeria,2021-06-19,,22369.0
645,Algeria,2021-06-20,,22369.0
646,Algeria,2021-06-21,,22369.0
647,Algeria,2021-06-22,,22369.0
648,Algeria,2021-06-23,,22369.0
649,Algeria,2021-06-24,,22369.0
650,Algeria,2021-06-25,,22369.0
651,Algeria,2021-06-26,,22369.0
652,Algeria,2021-06-27,,22369.0
653,Algeria,2021-06-28,,22369.0
654,Algeria,2021-06-29,,22369.0
655,Algeria,2021-06-30,,22369.0
656,Algeria,2021-07-01,,22369.0
657,Algeria,2021-07-02,,22369.0
658,Algeria,2021-07-03,,22369.0
659,Algeria,2021-07-04,,22369.0
660,Algeria,2021-07-05,,22369.0
661,Algeria,2021-07-06,,22369.0
662,Algeria,2021-07-07,,22369.0
663,Algeria,2021-07-08,,22369.0
664,Algeria,2021-07-09,,22369.0
